Title,Salary,Rating,Company,Location,Headquarters,Size,Founded,ownership,Industry,Sector,Revenue,min,max
Data Analyst - Healthcare Provider Networks and Formularies,$59K-$85K (Glassdoor est.),2.9,Vericred,"New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,$59K,$85K
Electronic Trading Data Analyst,$59K-$85K (Glassdoor est.),3.6,Scotiabank,"New York, NY","Toronto, Canada",10000+ employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),$59K,$85K
"Data Analyst, Center for Developing Brain",$59K-$85K (Glassdoor est.),3.2,Child Mind Institute,"New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),$59K,$85K
Data Processing & Performance Analyst,$59K-$85K (Glassdoor est.),3.1,Balance Innovations,"New York, NY","Lenexa, KS",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),$59K,$85K
Business Analyst - Data Analyst,$59K-$85K (Glassdoor est.),3.4,Asset Staffing,"Newark, NJ","New York, NY",201 to 500 employees,-1,Contract,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,$59K,$85K
Data Analyst with Rochade,$59K-$85K (Glassdoor est.),4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),$59K,$85K
Advertising Data Analyst,$59K-$85K (Glassdoor est.),4.3,"Hearst Television, Inc","New York, NY","Cincinnati, OH",51 to 200 employees,-1,Company - Private,TV Broadcast & Cable Networks,Media,$5 to $10 million (USD),$59K,$85K
Product Analyst - Data,$59K-$85K (Glassdoor est.),2.7,William Hill US,"Jersey City, NJ","London, United Kingdom",10000+ employees,1934,Company - Public,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),$59K,$85K
Senior Data Analyst,$59K-$85K (Glassdoor est.),4.1,Rockstar Games,"New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),$59K,$85K
Data Analyst,$59K-$85K (Glassdoor est.),4.4,ZDAAS,"Brooklyn, NY","Baltimore, MD",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),$59K,$85K
Market Research Data Analyst - Physician Technology,$59K-$85K (Glassdoor est.),3.1,Decision Resources Group,"New York, NY","Burlington, MA",1001 to 5000 employees,1990,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),$59K,$85K
Data Analyst,$59K-$85K (Glassdoor est.),3.0,Highbridge Consulting LLC,"New York, NY","Pleasantville, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,$59K,$85K
Look ML Data Analyst,$59K-$85K (Glassdoor est.),2.9,"NTT DATA, Inc.","New York, NY","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,$59K,$85K
Data Collection Analyst,$59K-$85K (Glassdoor est.),3.9,Columbia University,"New York, NY","New York, NY",10000+ employees,1938,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),$59K,$85K
Data Analyst,$59K-$85K (Glassdoor est.),4.2,Precision technologies corp,"New York, NY","New Brunswick, NJ",201 to 500 employees,2008,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),$59K,$85K
DATA ENTRY/ BILLING ANALYST,$59K-$85K (Glassdoor est.),3.9,Cactus Holdings,"Queens Village, NY","Mumbai, India",1001 to 5000 employees,2002,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,$59K,$85K
Student Persistence Initiative Data Analyst/Scientist,$59K-$85K (Glassdoor est.),4.2,Cuny Research Foundation,"New York, NY","New York, NY",10000+ employees,1963,Nonprofit Organization,Colleges & Universities,Education,$100 to $500 million (USD),$59K,$85K
Data Quality Analyst,$59K-$85K (Glassdoor est.),-1.0,SGA Inc.,"New York, NY","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),$59K,$85K
Data Governance Analyst,$59K-$85K (Glassdoor est.),5.0,Crossfire Consulting Corporation,"New York, NY","Yorktown Heights, NY",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),$59K,$85K
Sr. Business Intelligence Engineer / Data Analyst,$59K-$85K (Glassdoor est.),3.9,Amazon,"New York, NY","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),$59K,$85K
Data Analyst,$59K-$85K (Glassdoor est.),3.4,Voice,"Brooklyn, NY",-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,$59K,$85K
Data Analyst,$59K-$85K (Glassdoor est.),2.9,"NTT DATA, Inc.","New York, NY","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,$59K,$85K
Data Analyst,$43K-$76K (Glassdoor est.),4.0,NYU Langone Health,"New York, NY","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),$43K,$76K
Healthcare Data/Reporting Analyst,$43K-$76K (Glassdoor est.),3.6,HOMETEAM,"New York, NY","New York, NY",51 to 200 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,$43K,$76K
Data Analyst I - Geriatrics and Palliative Care,$43K-$76K (Glassdoor est.),3.4,Mount Sinai Health System,"New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),$43K,$76K
Data Analyst,$43K-$76K (Glassdoor est.),-1.0,Monkey Algorithms LLC,"New York, NY",-1,-1,-1,-1,-1,-1,-1,$43K,$76K
Data Analyst/Rochade,$43K-$76K (Glassdoor est.),3.3,"Halcyon Solutions, Inc.","New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),$43K,$76K
"Data Analyst, Revenue Analytics",$43K-$76K (Glassdoor est.),3.2,Roman,"New York, NY","Bloomingdale, IL",201 to 500 employees,-1,Company - Private,-1,-1,$25 to $50 million (USD),$43K,$76K
Data Analyst,$43K-$76K (Glassdoor est.),3.8,COUNCIL ON ACCREDITATION,"New York, NY","New York, NY",51 to 200 employees,1977,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),$43K,$76K
Data Analyst,$43K-$76K (Glassdoor est.),-1.0,APR Staffing,"New York, NY",-1,-1,-1,-1,-1,-1,-1,$43K,$76K
"Data Analyst II, Division of Gastroenterology (Research)",$43K-$76K (Glassdoor est.),3.4,Mount Sinai Health System,"New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),$43K,$76K
"Data Analyst, Student Success Program",$43K-$76K (Glassdoor est.),3.2,Child Mind Institute,"New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),$43K,$76K
Big Data QA Analyst with Jupyter notebook,$43K-$76K (Glassdoor est.),3.2,COOLSOFT,"Newark, NJ","Louisville, KY",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$10 to $25 million (USD),$43K,$76K
"Analyst, Data Centers Industry",$43K-$76K (Glassdoor est.),3.3,451 Research,"New York, NY","New York, NY",201 to 500 employees,2000,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,$43K,$76K
Data Analyst,$43K-$76K (Glassdoor est.),-1.0,Stark HR Consulting LLC,"New York, NY",-1,-1,-1,-1,-1,-1,-1,$43K,$76K
Financial - Data Analyst,$43K-$76K (Glassdoor est.),3.8,Amenity Analytics,"New York, NY","New York, NY",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,$43K,$76K
Data Analyst with Data Scanning and Profiling,$43K-$76K (Glassdoor est.),3.3,"Halcyon Solutions, Inc.","New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),$43K,$76K
Business Analyst - Data Governance,$43K-$76K (Glassdoor est.),4.1,Rockstar Games,"New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),$43K,$76K
Senior Data Analyst - Health Economist,$43K-$76K (Glassdoor est.),2.9,Vericred,"New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,$43K,$76K
Lead Data Insights Analyst,$43K-$76K (Glassdoor est.),-1.0,TapRm,"Brooklyn, NY","New York, NY",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,$43K,$76K
Research Analyst (Data Science),$43K-$76K (Glassdoor est.),3.4,APCO Worldwide,"New York, NY","Washington, DC",501 to 1000 employees,1984,Company - Private,Consulting,Business Services,$100 to $500 million (USD),$43K,$76K
Data Management Analyst,$43K-$76K (Glassdoor est.),2.5,Brooklyn Community Services,"Brooklyn, NY","Brooklyn, NY",201 to 500 employees,1886,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),$43K,$76K
Business Analyst / Data Analyst,$43K-$76K (Glassdoor est.),4.4,Softcom Systems,"Weehawken, NJ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),$43K,$76K
Healthcare Data/Reporting Analyst,$43K-$76K (Glassdoor est.),3.9,Diverse Lynx,"New York, NY","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),$43K,$76K
Clinical Data Analyst,$43K-$76K (Glassdoor est.),2.3,Fair Health,"New York, NY","New York, NY",1 to 50 employees,-1,Nonprofit Organization,-1,-1,$10 to $25 million (USD),$43K,$76K
Sr. Data Profiling Analyst,$43K-$76K (Glassdoor est.),3.6,UBS,"New York, NY","Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),$43K,$76K
"Data Analytics Analyst or Associate, Cowen Sustainable Investments",$43K-$76K (Glassdoor est.),-1.0,"Cowen Group, Inc.","New York, NY","West Hartford, CT",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,$43K,$76K
Data Analyst,$43K-$76K (Glassdoor est.),3.6,Workforce Logiq,"Haworth, NJ","Orlando, FL",501 to 1000 employees,1999,Company - Private,Consulting,Business Services,$50 to $100 million (USD),$43K,$76K
Data Analyst,$43K-$76K (Glassdoor est.),3.3,Cross River Bank,"Fort Lee, NJ","Fort Lee, NJ",201 to 500 employees,2008,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),$43K,$76K
"Sr. Data Analyst, Revenue Analytics, Peacock",$43K-$76K (Glassdoor est.),3.8,NBCUniversal,"New York, NY","New York, NY",10000+ employees,1906,Company - Public,TV Broadcast & Cable Networks,Media,$10+ billion (USD),$43K,$76K
Senior Data Analyst,$43K-$76K (Glassdoor est.),3.7,Narrativ,"New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,$43K,$76K
Data Analyst,$43K-$76K (Glassdoor est.),-1.0,CompuForce,"New York, NY","New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,$43K,$76K
Senior Data Analyst - Data Cataloging / Data Profiling,$43K-$76K (Glassdoor est.),3.6,Perficient,"New York, NY","Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),$43K,$76K
Data/Report Analyst,$60K-$110K (Glassdoor est.),4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),$60K,$110K
Senior Data Analyst,$60K-$110K (Glassdoor est.),4.1,Bounce Exchange,"New York, NY","New York, NY",201 to 500 employees,2012,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,$60K,$110K
Human Capital Data Analyst,$60K-$110K (Glassdoor est.),4.5,Green Key Resources,"New York, NY","New York, NY",201 to 500 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,$60K,$110K
GIS Data analyst,$60K-$110K (Glassdoor est.),3.7,22nd Century Technologies,"New York, NY","Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),$60K,$110K
Junior Data Analytics Solutions Analyst,$60K-$110K (Glassdoor est.),3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),$60K,$110K
Data Analyst,$60K-$110K (Glassdoor est.),-1.0,"Capgemini America, Inc.","Jersey City, NJ",-1,-1,-1,-1,-1,-1,-1,$60K,$110K
Data Analyst w/Capital Markets,$60K-$110K (Glassdoor est.),3.7,Software Guidance & Assistance,"Jersey City, NJ","Tarrytown, NY",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),$60K,$110K
"VP, Research Project Analyst/Data Management",$60K-$110K (Glassdoor est.),3.7,Citi,"New York, NY","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),$60K,$110K
Food Data Analyst,$60K-$110K (Glassdoor est.),3.2,Metropolitan Council on Jewish Poverty,"New York, NY","New York, NY",201 to 500 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),$60K,$110K
Data Management Analyst,$60K-$110K (Glassdoor est.),3.6,TSR Consulting,"New York, NY","Hauppauge, NY",201 to 500 employees,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),$60K,$110K
Data Governance Analyst,$60K-$110K (Glassdoor est.),3.6,UBS,"Weehawken, NJ","Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),$60K,$110K
"Data Analyst, Enterprise Analytics",$60K-$110K (Glassdoor est.),3.7,"Take-Two Interactive Software, Inc.","New York, NY","New York, NY",1001 to 5000 employees,1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),$60K,$110K
Data Analytics Solutions Analyst - Mid with Security Clearance,$60K-$110K (Glassdoor est.),3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),$60K,$110K
Data Analyst Assistant,$60K-$110K (Glassdoor est.),-1.0,Teus Health,"Newark, NJ",-1,-1,-1,-1,-1,-1,-1,$60K,$110K
Investment Management Summer Analyst Program - Office of COO: Data & Analytics,$60K-$110K (Glassdoor est.),3.8,Morgan Stanley,"New York, NY","New York, NY",10000+ employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),$60K,$110K
Data Collection Analyst,$60K-$110K (Glassdoor est.),4.1,ICAP at Columbia University,"New York, NY","New York, NY",501 to 1000 employees,2003,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,$60K,$110K
Data Collection Analyst,$60K-$110K (Glassdoor est.),3.8,Columbia University Medical Center,"New York, NY","New York, NY",5001 to 10000 employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),$60K,$110K
Sr Business /Data Analyst- Reference data,$60K-$110K (Glassdoor est.),3.7,Xoriant Corporation,"Jersey City, NJ","Sunnyvale, CA",1001 to 5000 employees,1990,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),$60K,$110K
Data Analyst,$60K-$110K (Glassdoor est.),4.7,The Denzel Group,"South Plainfield, NJ","Allentown, PA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,$60K,$110K
SENIOR DATA ANALYST,$60K-$110K (Glassdoor est.),3.7,Montefiore Medical,"New York, NY","Bronx, NY",10000+ employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),$60K,$110K
Senior Data Analyst / Scientist,$60K-$110K (Glassdoor est.),3.3,Cedent Consulting,"New York, NY","Frisco, TX",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Less than $1 million (USD),$60K,$110K
Senior Data Analyst - Regulatory Reporting,$60K-$110K (Glassdoor est.),3.4,ACS,"New York, NY","Moore, OK",1 to 50 employees,-1,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance",$1 to $5 million (USD),$60K,$110K
Data Reporting Analyst,$60K-$110K (Glassdoor est.),3.2,NADAP,"New York, NY","New York, NY",201 to 500 employees,1971,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,$60K,$110K
Data Governance Analyst,$60K-$110K (Glassdoor est.),-1.0,SGA Inc.,"New York, NY","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),$60K,$110K
Data Analyst,$60K-$110K (Glassdoor est.),-1.0,Newspaper Administration,"New York, NY",-1,-1,-1,-1,-1,-1,-1,$60K,$110K
Senior Data Analyst (6-12 Month Contract-Remote),$60K-$110K (Glassdoor est.),5.0,VISTRADA,"New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),$60K,$110K
"Principal Data Analyst, LATAM – Disney Streaming Services",$60K-$110K (Glassdoor est.),3.6,Disney Streaming Services,"New York, NY","New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,$60K,$110K
Data Analyst- Win 10 Migration- NYC,$60K-$110K (Glassdoor est.),3.0,Royal Communications Consultants Inc,"New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),$60K,$110K
Data Analyst (35 hours/week),$60K-$110K (Glassdoor est.),3.5,CASES,"New York, NY","Brooklyn, NY",201 to 500 employees,1989,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),$60K,$110K
Tech Business/Data Analyst,$60K-$110K (Glassdoor est.),1.0,Sphinix Network Solutions Inc.,"New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),$60K,$110K
Data Analyst,$41K-$78K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","New York, NY","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),$41K,$78K
